"coef","t","n","value"
"a",22,"fra",653.897360025722
"a",22,"gbr",920.054454930955
"a",22,"golf57",598.390613235099
"a",22,"grc",465.637311371974
"a",22,"hun",484.315404199374
"a",22,"idn",304.728747350204
"a",22,"irl",484.501170984105
"a",22,"ita",809.311474715046
"a",22,"jpn",605.737909461883
"a",22,"meme",513.090832607699
"a",22,"mex",652.113296531919
"a",22,"mys",339.58546109408
"a",22,"nde",198.420766962582
"a",22,"nld",671.892520251119
"a",22,"noan",367.920991091736
"a",22,"noap",538.264449004352
"a",22,"nor",588.496585485094
"a",22,"oeu",270.454196965359
"a",22,"osea",208.938334782093
"a",22,"pol",355.459978838438
"a",22,"prt",692.331403021558
"a",22,"rcam",627.549740042558
"a",22,"rcz",270.714223976378
"a",22,"rfa",848.085671563501
"a",22,"ris",278.380094433981
"a",22,"rjan57",265.005584748807
"a",22,"rom",540.450539409961
"a",22,"rsaf",335.097382787008
"a",22,"rsam",421.203463088103
"a",22,"rsas",354.636482082025
"a",22,"rsl",526.051876718328
"a",22,"rus",275.893678629724
"a",22,"slo",724.480589618631
"a",22,"sui",487.080825164583
"a",22,"swe",635.984691217675
"a",22,"tha",346.525015314946
"a",22,"tur",219.161783492829
"a",22,"ukr",244.340759404323
"a",22,"usa",475.013635819125
"a",22,"vnm",195.744042015641
"a",22,"zaf",59.3761879588229
"a",23,"arg",379.65056045059
"a",23,"aus",288.177936009451
"a",23,"aut",710.176076689578
"a",23,"bel",653.018157424542
"a",23,"bgr",379.70398332879
"a",23,"blt",637.497307086634
"a",23,"bra",364.097203901845
"a",23,"can",412.699791531889
"a",23,"chl",481.376025768589
"a",23,"chn",146.198516120453
"a",23,"cor",417.615408800364
"a",23,"cro",861.094096129556
"a",23,"dnk",465.797333412914
"a",23,"egy",382.35843919662
"a",23,"esp",562.504842290556
"a",23,"fin",584.329932107376
"a",23,"fra",653.897360025722
"a",23,"gbr",920.054454930955
"a",23,"golf57",598.390613235099
"a",23,"grc",465.637311371974
"a",23,"hun",484.315404199374
"a",23,"idn",304.728747350204
"a",23,"irl",484.501170984105
"a",23,"ita",809.311474715046
"a",23,"jpn",605.737909461883
"a",23,"meme",513.090832607699
"a",23,"mex",652.113296531919
"a",23,"mys",339.58546109408
"a",23,"nde",198.420766962582
"a",23,"nld",671.892520251119
"a",23,"noan",367.920991091736
"a",23,"noap",538.264449004352
"a",23,"nor",588.496585485094
"a",23,"oeu",270.454196965359
"a",23,"osea",208.938334782093
"a",23,"pol",355.459978838438
"a",23,"prt",692.331403021558
"a",23,"rcam",627.549740042558
"a",23,"rcz",270.714223976378
"a",23,"rfa",848.085671563501
"a",23,"ris",278.380094433981
"a",23,"rjan57",265.005584748807
"a",23,"rom",540.450539409961
"a",23,"rsaf",335.097382787008
"a",23,"rsam",421.203463088103
"a",23,"rsas",354.636482082025
"a",23,"rsl",526.051876718328
"a",23,"rus",275.893678629724
"a",23,"slo",724.480589618631
"a",23,"sui",487.080825164583
"a",23,"swe",635.984691217675
"a",23,"tha",346.525015314946
"a",23,"tur",219.161783492829
"a",23,"ukr",244.340759404323
"a",23,"usa",475.013635819125
"a",23,"vnm",195.744042015641
"a",23,"zaf",59.3761879588229
"a",24,"arg",379.65056045059
"a",24,"aus",288.177936009451
"a",24,"aut",710.176076689578
"a",24,"bel",653.018157424542
"a",24,"bgr",379.70398332879
"a",24,"blt",637.497307086634
"a",24,"bra",364.097203901845
"a",24,"can",412.699791531889
"a",24,"chl",481.376025768589
"a",24,"chn",146.198516120453
"a",24,"cor",417.615408800364
"a",24,"cro",861.094096129556
"a",24,"dnk",465.797333412914
"a",24,"egy",382.35843919662
"a",24,"esp",562.504842290556
"a",24,"fin",584.329932107376
"a",24,"fra",653.897360025722
"a",24,"gbr",920.054454930955
"a",24,"golf57",598.390613235099
"a",24,"grc",465.637311371974
"a",24,"hun",484.315404199374
"a",24,"idn",304.728747350204
"a",24,"irl",484.501170984105
"a",24,"ita",809.311474715046
"a",24,"jpn",605.737909461883
"a",24,"meme",513.090832607699
"a",24,"mex",652.113296531919
"a",24,"mys",339.58546109408
"a",24,"nde",198.420766962582
"a",24,"nld",671.892520251119
"a",24,"noan",367.920991091736
"a",24,"noap",538.264449004352
"a",24,"nor",588.496585485094
"a",24,"oeu",270.454196965359
"a",24,"osea",208.938334782093
"a",24,"pol",355.459978838438
"a",24,"prt",692.331403021558
"a",24,"rcam",627.549740042558
"a",24,"rcz",270.714223976378
"a",24,"rfa",848.085671563501
"a",24,"ris",278.380094433981
"a",24,"rjan57",265.005584748807
"a",24,"rom",540.450539409961
"a",24,"rsaf",335.097382787008
"a",24,"rsam",421.203463088103
"a",24,"rsas",354.636482082025
"a",24,"rsl",526.051876718328
"a",24,"rus",275.893678629724
"a",24,"slo",724.480589618631
"a",24,"sui",487.080825164583
"a",24,"swe",635.984691217675
"a",24,"tha",346.525015314946
"a",24,"tur",219.161783492829
"a",24,"ukr",244.340759404323
"a",24,"usa",475.013635819125
"a",24,"vnm",195.744042015641
"a",24,"zaf",59.3761879588229
"a",25,"arg",379.65056045059
"a",25,"aus",288.177936009451
"a",25,"aut",710.176076689578
"a",25,"bel",653.018157424542
"a",25,"bgr",379.70398332879
"a",25,"blt",637.497307086634
"a",25,"bra",364.097203901845
"a",25,"can",412.699791531889
"a",25,"chl",481.376025768589
"a",25,"chn",146.198516120453
"a",25,"cor",417.615408800364
"a",25,"cro",861.094096129556
"a",25,"dnk",465.797333412914
"a",25,"egy",382.35843919662
"a",25,"esp",562.504842290556
"a",25,"fin",584.329932107376
"a",25,"fra",653.897360025722
"a",25,"gbr",920.054454930955
"a",25,"golf57",598.390613235099
"a",25,"grc",465.637311371974
"a",25,"hun",484.315404199374
"a",25,"idn",304.728747350204
"a",25,"irl",484.501170984105
"a",25,"ita",809.311474715046
"a",25,"jpn",605.737909461883
"a",25,"meme",513.090832607699
"a",25,"mex",652.113296531919
"a",25,"mys",339.58546109408
"a",25,"nde",198.420766962582
"a",25,"nld",671.892520251119
"a",25,"noan",367.920991091736
"a",25,"noap",538.264449004352
"a",25,"nor",588.496585485094
"a",25,"oeu",270.454196965359
"a",25,"osea",208.938334782093
"a",25,"pol",355.459978838438
"a",25,"prt",692.331403021558
"a",25,"rcam",627.549740042558
"a",25,"rcz",270.714223976378
"a",25,"rfa",848.085671563501
"a",25,"ris",278.380094433981
"a",25,"rjan57",265.005584748807
"a",25,"rom",540.450539409961
"a",25,"rsaf",335.097382787008
"a",25,"rsam",421.203463088103
"a",25,"rsas",354.636482082025
"a",25,"rsl",526.051876718328
"a",25,"rus",275.893678629724
"a",25,"slo",724.480589618631
"a",25,"sui",487.080825164583
"a",25,"swe",635.984691217675
"a",25,"tha",346.525015314946
"a",25,"tur",219.161783492829
"a",25,"ukr",244.340759404323
"a",25,"usa",475.013635819125
"a",25,"vnm",195.744042015641
"a",25,"zaf",59.3761879588229
"a",26,"arg",379.65056045059
"a",26,"aus",288.177936009451
"a",26,"aut",710.176076689578
"a",26,"bel",653.018157424542
"a",26,"bgr",379.70398332879
"a",26,"blt",637.497307086634
"a",26,"bra",364.097203901845
"a",26,"can",412.699791531889
"a",26,"chl",481.376025768589
"a",26,"chn",146.198516120453
"a",26,"cor",417.615408800364
"a",26,"cro",861.094096129556
"a",26,"dnk",465.797333412914
"a",26,"egy",382.35843919662
"a",26,"esp",562.504842290556
"a",26,"fin",584.329932107376
"a",26,"fra",653.897360025722
"a",26,"gbr",920.054454930955
"a",26,"golf57",598.390613235099
"a",26,"grc",465.637311371974
"a",26,"hun",484.315404199374
"a",26,"idn",304.728747350204
"a",26,"irl",484.501170984105
"a",26,"ita",809.311474715046
"a",26,"jpn",605.737909461883
"a",26,"meme",513.090832607699
"a",26,"mex",652.113296531919
"a",26,"mys",339.58546109408
"a",26,"nde",198.420766962582
"a",26,"nld",671.892520251119
"a",26,"noan",367.920991091736
"a",26,"noap",538.264449004352
"a",26,"nor",588.496585485094
"a",26,"oeu",270.454196965359
"a",26,"osea",208.938334782093
"a",26,"pol",355.459978838438
"a",26,"prt",692.331403021558
"a",26,"rcam",627.549740042558
"a",26,"rcz",270.714223976378
"a",26,"rfa",848.085671563501
"a",26,"ris",278.380094433981
"a",26,"rjan57",265.005584748807
"a",26,"rom",540.450539409961
"a",26,"rsaf",335.097382787008
"a",26,"rsam",421.203463088103
"a",26,"rsas",354.636482082025
"a",26,"rsl",526.051876718328
"a",26,"rus",275.893678629724
"a",26,"slo",724.480589618631
"a",26,"sui",487.080825164583
"a",26,"swe",635.984691217675
"a",26,"tha",346.525015314946
"a",26,"tur",219.161783492829
"a",26,"ukr",244.340759404323
"a",26,"usa",475.013635819125
"a",26,"vnm",195.744042015641
"a",26,"zaf",59.3761879588229
"a",27,"arg",379.65056045059
"a",27,"aus",288.177936009451
"a",27,"aut",710.176076689578
"a",27,"bel",653.018157424542
"a",27,"bgr",379.70398332879
"a",27,"blt",637.497307086634
"a",27,"bra",364.097203901845
"a",27,"can",412.699791531889
"a",27,"chl",481.376025768589
"a",27,"chn",146.198516120453
"a",27,"cor",417.615408800364
"a",27,"cro",861.094096129556
"a",27,"dnk",465.797333412914
"a",27,"egy",382.35843919662
"a",27,"esp",562.504842290556
"a",27,"fin",584.329932107376
"a",27,"fra",653.897360025722
"a",27,"gbr",920.054454930955
"a",27,"golf57",598.390613235099
"a",27,"grc",465.637311371974
"a",27,"hun",484.315404199374
"a",27,"idn",304.728747350204
"a",27,"irl",484.501170984105
"a",27,"ita",809.311474715046
"a",27,"jpn",605.737909461883
"a",27,"meme",513.090832607699
"a",27,"mex",652.113296531919
