"","V1","n","V3","value"
"1553","COACCH_SLR_NoAd","mys","p05",0.564918
"1554","COACCH_SLR_NoAd","mys","p16",0.712914
"1555","COACCH_SLR_NoAd","mys","p25",0.810385
"1556","COACCH_SLR_NoAd","mys","p33",0.885253
"1557","COACCH_SLR_NoAd","mys","p50",1
"1558","COACCH_SLR_NoAd","mys","p67",1.097806
"1559","COACCH_SLR_NoAd","mys","p75",1.135313
"1560","COACCH_SLR_NoAd","mys","p84",1.195954
"1561","COACCH_SLR_NoAd","mys","p95",1.411488
"1562","COACCH_SLR_NoAd","mys","p975",1.585321
"1563","COACCH_SLR_NoAd","nde","p025",0.283223
"1564","COACCH_SLR_NoAd","nde","p05",0.350294
"1565","COACCH_SLR_NoAd","nde","p16",0.435495
"1566","COACCH_SLR_NoAd","nde","p25",0.527432
"1567","COACCH_SLR_NoAd","nde","p33",0.64376
"1568","COACCH_SLR_NoAd","nde","p50",1
"1569","COACCH_SLR_NoAd","nde","p67",1.343537
"1570","COACCH_SLR_NoAd","nde","p75",1.477944
"1571","COACCH_SLR_NoAd","nde","p84",1.598875
"1572","COACCH_SLR_NoAd","nde","p95",1.781377
"1573","COACCH_SLR_NoAd","nde","p975",1.940642
"1574","COACCH_SLR_NoAd","nld","p025",-0.066253
"1575","COACCH_SLR_NoAd","nld","p05",-0.024948
"1576","COACCH_SLR_NoAd","nld","p16",0.10128
"1577","COACCH_SLR_NoAd","nld","p25",0.248118
"1578","COACCH_SLR_NoAd","nld","p33",0.362221
"1579","COACCH_SLR_NoAd","nld","p50",1
"1580","COACCH_SLR_NoAd","nld","p67",4.131357
"1581","COACCH_SLR_NoAd","nld","p75",5.151254
"1582","COACCH_SLR_NoAd","nld","p84",6.099604
"1583","COACCH_SLR_NoAd","nld","p95",7.216593
"1584","COACCH_SLR_NoAd","nld","p975",7.795887
"1585","COACCH_SLR_NoAd","noan","p025",0.449179
"1586","COACCH_SLR_NoAd","noan","p05",0.5416
"1587","COACCH_SLR_NoAd","noan","p16",0.7305
"1588","COACCH_SLR_NoAd","noan","p25",0.824057
"1589","COACCH_SLR_NoAd","noan","p33",0.884816
"1590","COACCH_SLR_NoAd","noan","p50",1
"1591","COACCH_SLR_NoAd","noan","p67",1.097321
"1592","COACCH_SLR_NoAd","noan","p75",1.158665
"1593","COACCH_SLR_NoAd","noan","p84",1.227109
"1594","COACCH_SLR_NoAd","noan","p95",1.420886
"1595","COACCH_SLR_NoAd","noan","p975",1.519589
"1596","COACCH_SLR_NoAd","noap","p025",0.449179
"1597","COACCH_SLR_NoAd","noap","p05",0.5416
"1598","COACCH_SLR_NoAd","noap","p16",0.7305
"1599","COACCH_SLR_NoAd","noap","p25",0.824057
"1600","COACCH_SLR_NoAd","noap","p33",0.884816
"1601","COACCH_SLR_NoAd","noap","p50",1
"1602","COACCH_SLR_NoAd","noap","p67",1.097321
"1603","COACCH_SLR_NoAd","noap","p75",1.158665
"1604","COACCH_SLR_NoAd","noap","p84",1.227109
"1605","COACCH_SLR_NoAd","noap","p95",1.420886
"1606","COACCH_SLR_NoAd","noap","p975",1.519589
"1607","COACCH_SLR_NoAd","nor","p025",-0.066253
"1608","COACCH_SLR_NoAd","nor","p05",-0.024948
"1609","COACCH_SLR_NoAd","nor","p16",0.10128
"1610","COACCH_SLR_NoAd","nor","p25",0.248118
"1611","COACCH_SLR_NoAd","nor","p33",0.362221
"1612","COACCH_SLR_NoAd","nor","p50",1
"1613","COACCH_SLR_NoAd","nor","p67",4.131357
"1614","COACCH_SLR_NoAd","nor","p75",5.151254
"1615","COACCH_SLR_NoAd","nor","p84",6.099604
"1616","COACCH_SLR_NoAd","nor","p95",7.216593
"1617","COACCH_SLR_NoAd","nor","p975",7.795887
"1618","COACCH_SLR_NoAd","oeu","p025",-0.0662529999997534
"1619","COACCH_SLR_NoAd","oeu","p05",-0.0249479999997063
"1620","COACCH_SLR_NoAd","oeu","p16",0.101280000000323
"1621","COACCH_SLR_NoAd","oeu","p25",0.248118000000291
"1622","COACCH_SLR_NoAd","oeu","p33",0.362221000000272
"1623","COACCH_SLR_NoAd","oeu","p50",1
"1624","COACCH_SLR_NoAd","oeu","p67",4.13135699999849
"1625","COACCH_SLR_NoAd","oeu","p75",5.15125399999799
"1626","COACCH_SLR_NoAd","oeu","p84",6.09960399999758
"1627","COACCH_SLR_NoAd","oeu","p95",7.21659299999714
"1628","COACCH_SLR_NoAd","oeu","p975",7.7958869999969
"1629","COACCH_SLR_NoAd","osea","p025",0.61482107707253
"1630","COACCH_SLR_NoAd","osea","p05",0.659571172505267
"1631","COACCH_SLR_NoAd","osea","p16",0.73516895244501
"1632","COACCH_SLR_NoAd","osea","p25",0.797123061357485
"1633","COACCH_SLR_NoAd","osea","p33",0.864406940017454
"1634","COACCH_SLR_NoAd","osea","p50",1
"1635","COACCH_SLR_NoAd","osea","p67",1.1374610977537
"1636","COACCH_SLR_NoAd","osea","p75",1.19340163894986
"1637","COACCH_SLR_NoAd","osea","p84",1.30854806403612
"1638","COACCH_SLR_NoAd","osea","p95",1.52258237534215
"1639","COACCH_SLR_NoAd","osea","p975",1.69323283651995
"1640","COACCH_SLR_NoAd","pol","p025",-0.066253
"1641","COACCH_SLR_NoAd","pol","p05",-0.024948
"1642","COACCH_SLR_NoAd","pol","p16",0.10128
"1643","COACCH_SLR_NoAd","pol","p25",0.248118
"1644","COACCH_SLR_NoAd","pol","p33",0.362221
"1645","COACCH_SLR_NoAd","pol","p50",1
"1646","COACCH_SLR_NoAd","pol","p67",4.131357
"1647","COACCH_SLR_NoAd","pol","p75",5.151254
"1648","COACCH_SLR_NoAd","pol","p84",6.099604
"1649","COACCH_SLR_NoAd","pol","p95",7.216593
"1650","COACCH_SLR_NoAd","pol","p975",7.795887
"1651","COACCH_SLR_NoAd","prt","p025",-0.066253
"1652","COACCH_SLR_NoAd","prt","p05",-0.024948
"1653","COACCH_SLR_NoAd","prt","p16",0.10128
"1654","COACCH_SLR_NoAd","prt","p25",0.248118
"1655","COACCH_SLR_NoAd","prt","p33",0.362221
"1656","COACCH_SLR_NoAd","prt","p50",1
"1657","COACCH_SLR_NoAd","prt","p67",4.131357
"1658","COACCH_SLR_NoAd","prt","p75",5.151254
"1659","COACCH_SLR_NoAd","prt","p84",6.099604
"1660","COACCH_SLR_NoAd","prt","p95",7.216593
"1661","COACCH_SLR_NoAd","prt","p975",7.795887
"1662","COACCH_SLR_NoAd","rcam","p025",0.282397
"1663","COACCH_SLR_NoAd","rcam","p05",0.490236
"1664","COACCH_SLR_NoAd","rcam","p16",0.693548
"1665","COACCH_SLR_NoAd","rcam","p25",0.785799
"1666","COACCH_SLR_NoAd","rcam","p33",0.885448
"1667","COACCH_SLR_NoAd","rcam","p50",1
"1668","COACCH_SLR_NoAd","rcam","p67",1.127015
"1669","COACCH_SLR_NoAd","rcam","p75",1.209036
"1670","COACCH_SLR_NoAd","rcam","p84",1.292758
"1671","COACCH_SLR_NoAd","rcam","p95",1.573013
"1672","COACCH_SLR_NoAd","rcam","p975",1.773805
"1673","COACCH_SLR_NoAd","rcz","p025",-0.066253
"1674","COACCH_SLR_NoAd","rcz","p05",-0.024948
"1675","COACCH_SLR_NoAd","rcz","p16",0.10128
"1676","COACCH_SLR_NoAd","rcz","p25",0.248118
"1677","COACCH_SLR_NoAd","rcz","p33",0.362221
"1678","COACCH_SLR_NoAd","rcz","p50",1
"1679","COACCH_SLR_NoAd","rcz","p67",4.131357
"1680","COACCH_SLR_NoAd","rcz","p75",5.151254
"1681","COACCH_SLR_NoAd","rcz","p84",6.099604
"1682","COACCH_SLR_NoAd","rcz","p95",7.216593
"1683","COACCH_SLR_NoAd","rcz","p975",7.795887
"1684","COACCH_SLR_NoAd","rfa","p025",-0.066253
"1685","COACCH_SLR_NoAd","rfa","p05",-0.024948
"1686","COACCH_SLR_NoAd","rfa","p16",0.10128
"1687","COACCH_SLR_NoAd","rfa","p25",0.248118
"1688","COACCH_SLR_NoAd","rfa","p33",0.362221
"1689","COACCH_SLR_NoAd","rfa","p50",1
"1690","COACCH_SLR_NoAd","rfa","p67",4.131357
"1691","COACCH_SLR_NoAd","rfa","p75",5.151254
"1692","COACCH_SLR_NoAd","rfa","p84",6.099604
"1693","COACCH_SLR_NoAd","rfa","p95",7.216593
"1694","COACCH_SLR_NoAd","rfa","p975",7.795887
"1695","COACCH_SLR_NoAd","ris","p025",0.343146
"1696","COACCH_SLR_NoAd","ris","p05",0.391434
"1697","COACCH_SLR_NoAd","ris","p16",0.561433
"1698","COACCH_SLR_NoAd","ris","p25",0.660809
"1699","COACCH_SLR_NoAd","ris","p33",0.845054
"1700","COACCH_SLR_NoAd","ris","p50",1
"1701","COACCH_SLR_NoAd","ris","p67",1.185127
"1702","COACCH_SLR_NoAd","ris","p75",1.27393
"1703","COACCH_SLR_NoAd","ris","p84",1.383878
"1704","COACCH_SLR_NoAd","ris","p95",1.721974
"1705","COACCH_SLR_NoAd","ris","p975",1.873131
"1706","COACCH_SLR_NoAd","rjan57","p025",0.45551
"1707","COACCH_SLR_NoAd","rjan57","p05",0.54965
"1708","COACCH_SLR_NoAd","rjan57","p16",0.767893
"1709","COACCH_SLR_NoAd","rjan57","p25",0.841963
"1710","COACCH_SLR_NoAd","rjan57","p33",0.891737
"1711","COACCH_SLR_NoAd","rjan57","p50",1
"1712","COACCH_SLR_NoAd","rjan57","p67",1.13303
"1713","COACCH_SLR_NoAd","rjan57","p75",1.208567
"1714","COACCH_SLR_NoAd","rjan57","p84",1.332688
"1715","COACCH_SLR_NoAd","rjan57","p95",1.696694
"1716","COACCH_SLR_NoAd","rjan57","p975",1.966424
"1717","COACCH_SLR_NoAd","rom","p025",-0.066253
"1718","COACCH_SLR_NoAd","rom","p05",-0.024948
"1719","COACCH_SLR_NoAd","rom","p16",0.10128
"1720","COACCH_SLR_NoAd","rom","p25",0.248118
"1721","COACCH_SLR_NoAd","rom","p33",0.362221
"1722","COACCH_SLR_NoAd","rom","p50",1
"1723","COACCH_SLR_NoAd","rom","p67",4.131357
"1724","COACCH_SLR_NoAd","rom","p75",5.151254
"1725","COACCH_SLR_NoAd","rom","p84",6.099604
"1726","COACCH_SLR_NoAd","rom","p95",7.216593
"1727","COACCH_SLR_NoAd","rom","p975",7.795887
"1728","COACCH_SLR_NoAd","rsaf","p025",2.711095
"1729","COACCH_SLR_NoAd","rsaf","p05",2.535592
"1730","COACCH_SLR_NoAd","rsaf","p16",1.950318
"1731","COACCH_SLR_NoAd","rsaf","p25",1.656089
"1732","COACCH_SLR_NoAd","rsaf","p33",1.450589
"1733","COACCH_SLR_NoAd","rsaf","p50",0.999998
"1734","COACCH_SLR_NoAd","rsaf","p67",0.116751
"1735","COACCH_SLR_NoAd","rsaf","p75",-0.540215
"1736","COACCH_SLR_NoAd","rsaf","p84",-0.993942
"1737","COACCH_SLR_NoAd","rsaf","p95",-1.41897
"1738","COACCH_SLR_NoAd","rsaf","p975",-1.556662
"1739","COACCH_SLR_NoAd","rsam","p025",0.282397
"1740","COACCH_SLR_NoAd","rsam","p05",0.490236
"1741","COACCH_SLR_NoAd","rsam","p16",0.693548
"1742","COACCH_SLR_NoAd","rsam","p25",0.785799
"1743","COACCH_SLR_NoAd","rsam","p33",0.885448
"1744","COACCH_SLR_NoAd","rsam","p50",1
"1745","COACCH_SLR_NoAd","rsam","p67",1.127015
"1746","COACCH_SLR_NoAd","rsam","p75",1.209036
"1747","COACCH_SLR_NoAd","rsam","p84",1.292758
"1748","COACCH_SLR_NoAd","rsam","p95",1.573013
"1749","COACCH_SLR_NoAd","rsam","p975",1.773805
"1750","COACCH_SLR_NoAd","rsas","p025",-0.533843
"1751","COACCH_SLR_NoAd","rsas","p05",-0.402863
"1752","COACCH_SLR_NoAd","rsas","p16",0.04176
"1753","COACCH_SLR_NoAd","rsas","p25",0.19602
"1754","COACCH_SLR_NoAd","rsas","p33",0.409521
"1755","COACCH_SLR_NoAd","rsas","p50",1
"1756","COACCH_SLR_NoAd","rsas","p67",1.491233
"1757","COACCH_SLR_NoAd","rsas","p75",1.783066
"1758","COACCH_SLR_NoAd","rsas","p84",2.11475
"1759","COACCH_SLR_NoAd","rsas","p95",2.520161
"1760","COACCH_SLR_NoAd","rsas","p975",2.703843
"1761","COACCH_SLR_NoAd","rsl","p025",-0.066253
"1762","COACCH_SLR_NoAd","rsl","p05",-0.024948
"1763","COACCH_SLR_NoAd","rsl","p16",0.10128
"1764","COACCH_SLR_NoAd","rsl","p25",0.248118
"1765","COACCH_SLR_NoAd","rsl","p33",0.362221
"1766","COACCH_SLR_NoAd","rsl","p50",1
"1767","COACCH_SLR_NoAd","rsl","p67",4.131357
"1768","COACCH_SLR_NoAd","rsl","p75",5.151254
"1769","COACCH_SLR_NoAd","rsl","p84",6.099604
"1770","COACCH_SLR_NoAd","rsl","p95",7.216593
"1771","COACCH_SLR_NoAd","rsl","p975",7.795887
"1772","COACCH_SLR_NoAd","rus","p025",0.343146
"1773","COACCH_SLR_NoAd","rus","p05",0.391434
"1774","COACCH_SLR_NoAd","rus","p16",0.561433
"1775","COACCH_SLR_NoAd","rus","p25",0.660809
"1776","COACCH_SLR_NoAd","rus","p33",0.845054
"1777","COACCH_SLR_NoAd","rus","p50",1
"1778","COACCH_SLR_NoAd","rus","p67",1.185127
"1779","COACCH_SLR_NoAd","rus","p75",1.27393
"1780","COACCH_SLR_NoAd","rus","p84",1.383878
"1781","COACCH_SLR_NoAd","rus","p95",1.721974
"1782","COACCH_SLR_NoAd","rus","p975",1.873131
"1783","COACCH_SLR_NoAd","slo","p025",-0.066253
"1784","COACCH_SLR_NoAd","slo","p05",-0.024948
"1785","COACCH_SLR_NoAd","slo","p16",0.10128
"1786","COACCH_SLR_NoAd","slo","p25",0.248118
"1787","COACCH_SLR_NoAd","slo","p33",0.362221
"1788","COACCH_SLR_NoAd","slo","p50",1
"1789","COACCH_SLR_NoAd","slo","p67",4.131357
"1790","COACCH_SLR_NoAd","slo","p75",5.151254
"1791","COACCH_SLR_NoAd","slo","p84",6.099604
"1792","COACCH_SLR_NoAd","slo","p95",7.216593
"1793","COACCH_SLR_NoAd","slo","p975",7.795887
"1794","COACCH_SLR_NoAd","sui","p025",-0.066253
"1795","COACCH_SLR_NoAd","sui","p05",-0.024948
"1796","COACCH_SLR_NoAd","sui","p16",0.10128
"1797","COACCH_SLR_NoAd","sui","p25",0.248118
"1798","COACCH_SLR_NoAd","sui","p33",0.362221
"1799","COACCH_SLR_NoAd","sui","p50",1
"1800","COACCH_SLR_NoAd","sui","p67",4.131357
"1801","COACCH_SLR_NoAd","sui","p75",5.151254
"1802","COACCH_SLR_NoAd","sui","p84",6.099604
"1803","COACCH_SLR_NoAd","sui","p95",7.216593
"1804","COACCH_SLR_NoAd","sui","p975",7.795887
"1805","COACCH_SLR_NoAd","swe","p025",-0.066253
"1806","COACCH_SLR_NoAd","swe","p05",-0.024948
"1807","COACCH_SLR_NoAd","swe","p16",0.10128
"1808","COACCH_SLR_NoAd","swe","p25",0.248118
"1809","COACCH_SLR_NoAd","swe","p33",0.362221
"1810","COACCH_SLR_NoAd","swe","p50",1
"1811","COACCH_SLR_NoAd","swe","p67",4.131357
"1812","COACCH_SLR_NoAd","swe","p75",5.151254
"1813","COACCH_SLR_NoAd","swe","p84",6.099604
"1814","COACCH_SLR_NoAd","swe","p95",7.216593
"1815","COACCH_SLR_NoAd","swe","p975",7.795887
"1816","COACCH_SLR_NoAd","tha","p025",0.4927
"1817","COACCH_SLR_NoAd","tha","p05",0.564918
"1818","COACCH_SLR_NoAd","tha","p16",0.712914
"1819","COACCH_SLR_NoAd","tha","p25",0.810385
"1820","COACCH_SLR_NoAd","tha","p33",0.885253
"1821","COACCH_SLR_NoAd","tha","p50",1
"1822","COACCH_SLR_NoAd","tha","p67",1.097806
"1823","COACCH_SLR_NoAd","tha","p75",1.135313
"1824","COACCH_SLR_NoAd","tha","p84",1.195954
"1825","COACCH_SLR_NoAd","tha","p95",1.411488
"1826","COACCH_SLR_NoAd","tha","p975",1.585321
"1827","COACCH_SLR_NoAd","tur","p025",0.343146
"1828","COACCH_SLR_NoAd","tur","p05",0.391434
"1829","COACCH_SLR_NoAd","tur","p16",0.561433
"1830","COACCH_SLR_NoAd","tur","p25",0.660809
"1831","COACCH_SLR_NoAd","tur","p33",0.845054
"1832","COACCH_SLR_NoAd","tur","p50",1
"1833","COACCH_SLR_NoAd","tur","p67",1.185127
"1834","COACCH_SLR_NoAd","tur","p75",1.27393
"1835","COACCH_SLR_NoAd","tur","p84",1.383878
"1836","COACCH_SLR_NoAd","tur","p95",1.721974
"1837","COACCH_SLR_NoAd","tur","p975",1.873131
"1838","COACCH_SLR_NoAd","ukr","p025",0.343146
"1839","COACCH_SLR_NoAd","ukr","p05",0.391434
"1840","COACCH_SLR_NoAd","ukr","p16",0.561433
"1841","COACCH_SLR_NoAd","ukr","p25",0.660809
"1842","COACCH_SLR_NoAd","ukr","p33",0.845054
"1843","COACCH_SLR_NoAd","ukr","p50",1
"1844","COACCH_SLR_NoAd","ukr","p67",1.185127
"1845","COACCH_SLR_NoAd","ukr","p75",1.27393
"1846","COACCH_SLR_NoAd","ukr","p84",1.383878
"1847","COACCH_SLR_NoAd","ukr","p95",1.721974
"1848","COACCH_SLR_NoAd","ukr","p975",1.873131
"1849","COACCH_SLR_NoAd","usa","p025",0.291685
"1850","COACCH_SLR_NoAd","usa","p05",0.434041
"1851","COACCH_SLR_NoAd","usa","p16",0.70967
"1852","COACCH_SLR_NoAd","usa","p25",0.824776
"1853","COACCH_SLR_NoAd","usa","p33",0.883332
"1854","COACCH_SLR_NoAd","usa","p50",1
"1855","COACCH_SLR_NoAd","usa","p67",1.141853
"1856","COACCH_SLR_NoAd","usa","p75",1.217438
"1857","COACCH_SLR_NoAd","usa","p84",1.340407
"1858","COACCH_SLR_NoAd","usa","p95",1.569897
"1859","COACCH_SLR_NoAd","usa","p975",1.729869
"1860","COACCH_SLR_NoAd","vnm","p025",0.4927
"1861","COACCH_SLR_NoAd","vnm","p05",0.564918
"1862","COACCH_SLR_NoAd","vnm","p16",0.712914
"1863","COACCH_SLR_NoAd","vnm","p25",0.810385
"1864","COACCH_SLR_NoAd","vnm","p33",0.885253
"1865","COACCH_SLR_NoAd","vnm","p50",1
"1866","COACCH_SLR_NoAd","vnm","p67",1.097806
"1867","COACCH_SLR_NoAd","vnm","p75",1.135313
"1868","COACCH_SLR_NoAd","vnm","p84",1.195954
"1869","COACCH_SLR_NoAd","vnm","p95",1.411488
"1870","COACCH_SLR_NoAd","vnm","p975",1.585321
"1871","COACCH_SLR_NoAd","zaf","p025",0.272623
"1872","COACCH_SLR_NoAd","zaf","p05",0.417269
"1873","COACCH_SLR_NoAd","zaf","p16",0.655634
"1874","COACCH_SLR_NoAd","zaf","p25",0.799565
"1875","COACCH_SLR_NoAd","zaf","p33",0.88045
"1876","COACCH_SLR_NoAd","zaf","p50",1
"1877","COACCH_SLR_NoAd","zaf","p67",1.161485
"1878","COACCH_SLR_NoAd","zaf","p75",1.241149
"1879","COACCH_SLR_NoAd","zaf","p84",1.326945
"1880","COACCH_SLR_NoAd","zaf","p95",1.605075
"1881","COACCH_SLR_NoAd","zaf","p975",1.786126
